62,63,157,160
62,110,111,168
114,50,158,159
100,146,158,159
26,27,133,162
78,132,133,162
112,78,113,162
26,71,27,162
71,26,70,162
118,164,165,171
118,119,155,164
36,37,128,171
154,118,155,164
42,154,155,164
102,164,170,171
37,36,118,171
160,112,161,166
78,79,112,166
62,156,172,173
76,86,87,176
36,128,129,170
108,100,166,167
100,108,109,167
118,119,164,170
76,154,174,175
128,92,129,170
118,36,119,170
168,106,174,175
76,106,107,175
92,93,129,170
93,92,103,170
92,102,103,170
103,102,164,170
136,106,137,172
62,63,169,172
76,77,106,174
168,62,169,172
106,168,169,172
77,76,154,174
12,176,178,179
110,168,169,174
12,176,177,178
86,66,87,176
110,111,168,175
111,110,155,175
110,154,155,175
154,110,174,175
13,12,177,178
76,77,177,178
77,76,106,178
60,61,106,178
12,67,13,177
66,12,176,177
67,12,66,177
61,12,13,178
12,61,60,178
